"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @RoyNemer: Lionel Messi: ""Diego would be happy. He was always happy about the nice things that happen to the Argentina national team and…",FALSE,0,NA,2022-12-01 06:05:09,FALSE,NA,"1598196482964082689",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PieroGotto",348,TRUE,FALSE,NA,NA
"RT @ESPNFC: JULIAN ALVAREZ MAKES IT 2-0 FOR ARGENTINA!!! https://t.co/UDx4DWKTNx",FALSE,0,NA,2022-12-01 06:05:09,FALSE,NA,"1598196482938925057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nana_wingz",838,TRUE,FALSE,NA,NA
"RT @RoyNemer: Lionel Messi: ""Diego would be happy. He was always happy about the nice things that happen to the Argentina national team and…",FALSE,0,NA,2022-12-01 06:05:06,FALSE,NA,"1598196471819825152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wfpablo7",348,TRUE,FALSE,NA,NA
"RT @BarcaWorldwide: 🇵🇱🗣️ Robert Lewandowski: “I had to defend a lot today, especially against Leo Messi. It was a fun little duel, but all…",FALSE,0,NA,2022-12-01 06:05:05,FALSE,NA,"1598196465889079296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iam_Galib",93,TRUE,FALSE,NA,NA
"RT @Saintudunze1: @TrollFootball Messi in the Argentina team https://t.co/8ad5tIbQLz",FALSE,0,NA,2022-12-01 06:05:05,FALSE,NA,"1598196465759039488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GracefulOlubi",2,TRUE,FALSE,NA,NA
"RT @RoyNemer: Rodrigo De Paul speaks on playing for the Argentina national team, Lionel Messi. https://t.co/4LvIIZ25AO https://t.co/U87r8Gx…",FALSE,0,NA,2022-12-01 06:05:03,FALSE,NA,"1598196457534025729",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wfpablo7",24,TRUE,FALSE,NA,NA
"RT @7yhy: Argentina fans tease Saudis after they lost against Poland asking “where is Salem?” After Saudi Arabia beat Argentina, Saudi fans…",FALSE,0,NA,2022-12-01 06:05:01,FALSE,NA,"1598196451775217664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","facts93718533",149,TRUE,FALSE,NA,NA
"RT @90min_Football: Group C comes to a dramatic end! 😱

🇦🇷 Lionel Messi and Argentina top the group!
🇵🇱 Poland go through on goal differenc…",FALSE,0,NA,2022-12-01 06:05:00,FALSE,NA,"1598196447354183681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aruaexcel",341,TRUE,FALSE,NA,NA
"RT @FabrizioRomano: #Qatar2022 🚨📑⤵️

▫️ Netherlands-USA

▫️ Argentina-Australia 

▫️ France-Poland

▫️ England-Senegal",FALSE,0,NA,2022-12-01 06:04:59,FALSE,NA,"1598196443126562817",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","callmeslaaat",5849,TRUE,FALSE,NA,NA
"RT @OptaAnalyst: Poland 0-2 Argentina

How on earth was this game only 2-0? 

Argentina's 3.5 xG is the highest they've ever registered in…",FALSE,0,NA,2022-12-01 06:04:59,FALSE,NA,"1598196441822167040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rprachnio",84,TRUE,FALSE,NA,NA
"RT @MadridPreeti: No major media outlet will talk about how Argentina have been gifted the 2 most controversial penalty decisions. Nobody w…",FALSE,0,NA,2022-12-01 06:04:56,FALSE,NA,"1598196429637705729",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SdmnFan20",58,TRUE,FALSE,NA,NA
"RT @Freekick442: Lionel #Messi missed a Penalty as #Argentina won 2:0 against #Poland in the #WorldCup 2022, he became the first player in…",FALSE,0,NA,2022-12-01 06:04:55,FALSE,NA,"1598196427288895490",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sky_uganda",2,TRUE,FALSE,NA,NA
"RT @nobitaszn: Graveyard Drift Quest Pack 🎁

FW @nobitaszn + 🤍&amp;♻️

⏳Ends Friday morning.

Platform: XBOX
Region: Argentina

Code 'Nobita'…",FALSE,0,NA,2022-12-01 06:04:55,FALSE,NA,"1598196427284705281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XyanLord1",79,TRUE,FALSE,NA,NA
"RT @cricket97bd: Bangladesh flag in the gallery of Qatar 🥰

Argentina vs Polland 

🎥 Sonnet 

#OffTopic #Qatar2022 https://t.co/4ewsyqU5qR",FALSE,0,NA,2022-12-01 06:04:55,FALSE,NA,"1598196423442731009",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WonderBoyAnik",93,TRUE,FALSE,NA,NA
"RT @NealGardner_: Absolute sublime stuff from Argentina! They’re finally looking like the side we’ve all come to know and love, hitting the…",FALSE,0,NA,2022-12-01 06:04:54,FALSE,NA,"1598196420557041664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","loveliestghost",260,TRUE,FALSE,NA,NA
"@EleModric USA beat Argentina it be like 4th of July Tenfold 😂",FALSE,0,"EleModric",2022-12-01 06:04:53,FALSE,"1598052344897232896","1598196415536123904","1241719084879929344","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LamarBrown815",0,FALSE,FALSE,NA,NA
"RT @TapuMostafa1: @zozekshilani @FIFAcom @Argentina Bangladesh have huge fan for Argentina since 1990, you People don,t have any idea about…",FALSE,0,NA,2022-12-01 06:04:51,FALSE,NA,"1598196408863322117",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BaraonaHernan",1,TRUE,FALSE,NA,NA
"RT @goal: ARGENTINA ARE THROUGH TO THE KNOCKOUT STAGES 🇦🇷 https://t.co/FFDUJuoiDx",FALSE,0,NA,2022-12-01 06:04:50,FALSE,NA,"1598196405570801665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DontReadMyMsg",3215,TRUE,FALSE,NA,NA
"@AlbicelesteTalk @TNTSportsAR The current performance of the team makes it clear that Argentina is not anymore a on… https://t.co/jKJHicHomG",FALSE,0,"AlbicelesteTalk",2022-12-01 06:04:50,TRUE,"1598083449751212032","1598196404941631488","1447233497731674117","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DuttaAvishake",0,FALSE,FALSE,NA,NA
"RT @__Sharyf: If Argentina beat Australia in the round of 16  who are they meeting in the quarterfinals?",FALSE,0,NA,2022-12-01 06:04:49,FALSE,NA,"1598196399946240000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Webalu_cy",122,TRUE,FALSE,NA,NA
"RT @bd_albiceleste: People watching Argentina vs Poland. 
📍 Dhaka University 🇧🇩
📸 M I Momin, Channel 24 https://t.co/nhhWTG7P29",FALSE,0,NA,2022-12-01 06:04:47,FALSE,NA,"1598196393818324992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PandeyNe",33,TRUE,FALSE,NA,NA
"RT @BarcaWorldwide: 🇵🇱🗣️ Robert Lewandowski: “I had to defend a lot today, especially against Leo Messi. It was a fun little duel, but all…",FALSE,0,NA,2022-12-01 06:04:44,FALSE,NA,"1598196377116360705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","peterdamilola45",93,TRUE,FALSE,NA,NA
"RT @nobitaszn: Graveyard Drift Quest Pack 🎁

FW @nobitaszn + 🤍&amp;♻️

⏳Ends Friday morning.

Platform: XBOX
Region: Argentina

Code 'Nobita'…",FALSE,0,NA,2022-12-01 06:04:43,FALSE,NA,"1598196375124336642",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","depressionmomnt",79,TRUE,FALSE,NA,NA
"RT @brfootball: The first half of Poland vs. Argentina in an image 📸 https://t.co/n1pLrO4vI1",FALSE,0,NA,2022-12-01 06:04:42,FALSE,NA,"1598196372729384960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nana_wingz",870,TRUE,FALSE,NA,NA
"RT @Iam__Hillary: Lisandro Martinez warms the bench and Argentina play the best game of the world cup, that midget was the problem",FALSE,0,NA,2022-12-01 06:04:41,FALSE,NA,"1598196367817834497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LiamLikesnonee",3,TRUE,FALSE,NA,NA
"RT @addojunr: 🇦🇷Argentina play 🇦🇺Australia in the Round of 16  and will face the winner of  🇳🇱Netherlands V  🇺🇸USA in the quarter final.

M…",FALSE,0,NA,2022-12-01 06:04:41,FALSE,NA,"1598196367461339136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FelixAd3810210",94,TRUE,FALSE,NA,NA
"RT @SpringfieldApes: Italian Artist Rino Russo (170K fans on Instagram) is well-known for Simpsonizing footballers ⚽️ like Messi &amp; @neymarj…",FALSE,0,NA,2022-12-01 06:04:36,FALSE,NA,"1598196346334216193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Godheid7189",554,TRUE,FALSE,NA,NA
"@TrollFootball From 😉 to 😐 in a matter of minutes.

Don't underestimate Argentina man, Messi ain't the only one who… https://t.co/EFEuG5gPgD",FALSE,1,"TrollFootball",2022-12-01 06:04:35,TRUE,"1598043756837875712","1598196342735503361","571964518","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AbsurdDive",0,FALSE,FALSE,NA,NA
"RT @_VALKlNG: They wanted to see our tears tonight, but God disappointed them, Argentina fans, let’s paint the timeline blue today, Retweet…",FALSE,0,NA,2022-12-01 06:04:35,FALSE,NA,"1598196340995284993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Htdot1",913,TRUE,FALSE,NA,NA
"RT @nobitaszn: Graveyard Drift Quest Pack 🎁

FW @nobitaszn + 🤍&amp;♻️

⏳Ends Friday morning.

Platform: XBOX
Region: Argentina

Code 'Nobita'…",FALSE,0,NA,2022-12-01 06:04:33,FALSE,NA,"1598196332749291521",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JakeWoo03807999",79,TRUE,FALSE,NA,NA
"RT @Football__Tweet: 📅 1978: Mario Kempes missed a penalty for Argentina in the 3rd game 

🏆 They win the World Cup

📅 1986: Diego Maradona…",FALSE,0,NA,2022-12-01 06:04:32,FALSE,NA,"1598196330295627776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Loog_zo",903,TRUE,FALSE,NA,NA
"RT @goal: ARGENTINA ARE THROUGH TO THE KNOCKOUT STAGES 🇦🇷 https://t.co/FFDUJuoiDx",FALSE,0,NA,2022-12-01 06:04:32,FALSE,NA,"1598196327376392192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KupaTheRealest_",3215,TRUE,FALSE,NA,NA
"RT @FIFAWorldCup: The Argentina dream lives on 🇦🇷

#FIFAWorldCup #Qatar2022 https://t.co/j1bcuTv70H",FALSE,0,NA,2022-12-01 06:04:30,FALSE,NA,"1598196319642058755",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FayizjO",1401,TRUE,FALSE,NA,NA
"@JamelHerring The hate between Mexico &amp; Argentina over Fútbol has always been there, but there was just no Twitter",FALSE,1,"JamelHerring",2022-12-01 06:04:29,FALSE,"1598159626876628992","1598196317280313344","93453883","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laizar27",0,FALSE,FALSE,NA,NA
"RT @TheEuropeanLad: FT: Poland 0-2 Argentina.

ARGENTINA ARE QUALIFIED FOR THE ROUND OF 16 VS AUSTRALIA! https://t.co/tv7WixZ2Hi",FALSE,0,NA,2022-12-01 06:04:29,FALSE,NA,"1598196317251330049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LUIS7HG",310,TRUE,FALSE,NA,NA
"RT @ESPNFC: Julián Álvarez starts alongside Lionel Messi with Argentina's World Cup dreams on the line 🇦🇷

It wasn't too long ago that he w…",FALSE,0,NA,2022-12-01 06:04:29,FALSE,NA,"1598196317070983168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saki___J",1750,TRUE,FALSE,NA,NA
"RT @atletiuniverse: Ángel Correa, Rodrigo de Paul and Nahuel Molina are all playing for Argentina this World Cup. 🇦🇷

Use the code BAG30 fo…",FALSE,0,NA,2022-12-01 06:04:29,FALSE,NA,"1598196316898988032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mmolaigaone",5,TRUE,FALSE,NA,NA
"@vicfabrice I hope your country Argentina will win the Qatar World Cup. Let's go, Messi👍🚀",FALSE,0,"vicfabrice",2022-12-01 06:04:29,FALSE,"1597942874200424448","1598196315712008197","16889226","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aussiehaggie",0,FALSE,FALSE,NA,NA
"RT @PoojaMedia: Argentina plays Australia as group toppers &amp; their QFs opponent could be either Netherlands or USA. 

Easy route?",FALSE,0,NA,2022-12-01 06:04:29,FALSE,NA,"1598196314864603137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aulex29",373,TRUE,FALSE,NA,NA
"RT @gffn__: 🚨 During the half time talk, Argentina Manager played video of Cristiano Ronaldo scoring penalties to motivate Messi but he lef…",FALSE,0,NA,2022-12-01 06:04:28,FALSE,NA,"1598196312184623104",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GoodGovernor",151,TRUE,FALSE,NA,NA
"RT @IqooInd: 🚨#ARGENT NEWS🚨
#Argentina qualify for the world cup at the top of their table! If this is not #PeakPerformance, then we don't…",FALSE,0,NA,2022-12-01 06:04:26,FALSE,NA,"1598196303514980353",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cherry65795399",19,TRUE,FALSE,NA,NA
"RT @nobitaszn: Graveyard Drift Quest Pack 🎁

FW @nobitaszn + 🤍&amp;♻️

⏳Ends Friday morning.

Platform: XBOX
Region: Argentina

Code 'Nobita'…",FALSE,0,NA,2022-12-01 06:04:25,FALSE,NA,"1598196301497524225",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Edgar30k_",79,TRUE,FALSE,NA,NA
"RT @FIFAWorldCup: The Argentina dream lives on 🇦🇷

#FIFAWorldCup #Qatar2022 https://t.co/j1bcuTv70H",FALSE,0,NA,2022-12-01 06:04:25,FALSE,NA,"1598196299295182848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nxhaider17",1401,TRUE,FALSE,NA,NA
"Lots of people ask why I'm an 🇦🇷 fan. Growing up in 🇹🇹 back then, you were either a Brazil fan or Argentina fan. So… https://t.co/phBNgoOpPm",FALSE,0,NA,2022-12-01 06:04:24,TRUE,NA,"1598196294585286658",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dramdass",0,FALSE,FALSE,NA,NA
"RT @UsherKomugisha: Give Herve Renard his flowers.

2012: Won AFCON with Zambia
2015: Won AFCON with Côte d’Ivoire
2018: Qualified Morocco…",FALSE,0,NA,2022-12-01 06:04:23,FALSE,NA,"1598196290013528064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_mimipuff_",5831,TRUE,FALSE,NA,NA
"RT @AlchemyPay: We are excited to celebrate #Argentina🇦🇷 advancement to the knockout stage!🎊

Sneak peek! #AlchemyPay 's new brand ambassad…",FALSE,0,NA,2022-12-01 06:04:22,FALSE,NA,"1598196285458128896",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Shubham81264070",183,TRUE,FALSE,NA,NA
"RT @CrewsMat10: Insane playmaking by Messi. Vintage Argentina performance. Football is back.",FALSE,0,NA,2022-12-01 06:04:21,FALSE,NA,"1598196284522844160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ridwaynegold",480,TRUE,FALSE,NA,NA
"RT @Robiulalom01: 🇧🇩Bangladesh has to accept it means Argentina has to accept it power of Messi💪🇦🇷
Uff today's game was very nice 2 vs 0
@F…",FALSE,0,NA,2022-12-01 06:04:21,FALSE,NA,"1598196284208603137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kish10_10",2,TRUE,FALSE,NA,NA
"@FredHabib1 @FutbolMuu If you see their route is almost equal. Argentina is a better ranked team than Portugal",FALSE,0,"FredHabib1",2022-12-01 06:04:21,FALSE,"1598139790649884672","1598196283503935488","1479692714887290884","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Electrumun",0,FALSE,FALSE,NA,NA
"RT @RoyNemer: Lionel Messi: ""Diego would be happy. He was always happy about the nice things that happen to the Argentina national team and…",FALSE,0,NA,2022-12-01 06:04:19,FALSE,NA,"1598196276063277056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MYazzi",348,TRUE,FALSE,NA,NA
"RT @goal: ARGENTINA ARE THROUGH TO THE KNOCKOUT STAGES 🇦🇷 https://t.co/FFDUJuoiDx",FALSE,0,NA,2022-12-01 06:04:18,FALSE,NA,"1598196270627426304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iloyalsalmaniaa",3215,TRUE,FALSE,NA,NA
"RT @FIFAWorldCup: 🙌 See you both in the Round of 16! 🫶

@Argentina | @LaczyNasPilka | #FIFAWorldCup https://t.co/iu1vuwkH75",FALSE,0,NA,2022-12-01 06:04:17,FALSE,NA,"1598196264826724353",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nxhaider17",1145,TRUE,FALSE,NA,NA
"RT @DrewPavlou: I believe that the Socceroos will beat Argentina because we have the following ideals on our side: truth, beauty, justice,…",FALSE,0,NA,2022-12-01 06:04:15,FALSE,NA,"1598196257797070848",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DiggerJaded",4,TRUE,FALSE,NA,NA
"facts @5SOS 
(argentina on saturday listening the anthem of australia) https://t.co/hXD6lxyDAX",FALSE,1,NA,2022-12-01 06:04:14,FALSE,NA,"1598196251757248512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hmmigs",0,FALSE,FALSE,NA,NA
"RT @AlchemyPay: We are excited to celebrate #Argentina🇦🇷 advancement to the knockout stage!🎊

Sneak peek! #AlchemyPay 's new brand ambassad…",FALSE,0,NA,2022-12-01 06:04:13,FALSE,NA,"1598196248884178946",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Seventosevse",183,TRUE,FALSE,NA,NA
"RT @ErlingRoIe: Julian Alvarez is the truth. Argentina have to start him from now on if they want to win the World Cup, what a finish that…",FALSE,0,NA,2022-12-01 06:04:12,FALSE,NA,"1598196246212382721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hezolad12",170,TRUE,FALSE,NA,NA
"RT @nobitaszn: Graveyard Drift Quest Pack 🎁

FW @nobitaszn + 🤍&amp;♻️

⏳Ends Friday morning.

Platform: XBOX
Region: Argentina

Code 'Nobita'…",FALSE,0,NA,2022-12-01 06:04:11,FALSE,NA,"1598196242500055041",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jorgex824",79,TRUE,FALSE,NA,NA
"RT @IqooInd: Can you guess the #GOAT of #Argentina?
Hint - He plays for #PSG 
#POLvsARG

Follow @IqooInd on TW &amp; IG
RT &amp; reply the correct…",FALSE,0,NA,2022-12-01 06:04:11,FALSE,NA,"1598196242231984134",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stark1819",183,TRUE,FALSE,NA,NA
"Messi misses penalty as Argentina beat Poland to reach last 16

Lionel Messi’s Argentina beat Poland 2-0 in their f… https://t.co/z1dILQA0Pi",FALSE,0,NA,2022-12-01 06:04:11,TRUE,NA,"1598196239958298625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chronicle_ng",1,FALSE,FALSE,NA,NA
"RT @FabrizioRomano: #Qatar2022 🚨📑⤵️

▫️ Netherlands-USA

▫️ Argentina-Australia 

▫️ France-Poland

▫️ England-Senegal",FALSE,0,NA,2022-12-01 06:04:10,FALSE,NA,"1598196238318710784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ItsClarks",5849,TRUE,FALSE,NA,NA
"RT @ESPNFC: Canelo Alvarez has apologised for his comments towards Lionel Messi after Argentina's win against Mexico 🗣 https://t.co/CPB1V0L…",FALSE,0,NA,2022-12-01 06:04:10,FALSE,NA,"1598196235441430528",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","leftleos",3488,TRUE,FALSE,NA,NA
"RT @FIFAWorldCup: The Argentina dream lives on 🇦🇷

#FIFAWorldCup #Qatar2022 https://t.co/j1bcuTv70H",FALSE,0,NA,2022-12-01 06:04:09,FALSE,NA,"1598196232304091136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Snantshero2003",1401,TRUE,FALSE,NA,NA
"RT @bitgetglobal: 🙌 We've made it into Round of 16! GET IN! ⚽ Congrats, #Messi and @Argentina! 🎉

💎 To celebrate, we're giving away 10,000…",FALSE,0,NA,2022-12-01 06:04:08,FALSE,NA,"1598196226171756544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","minas009",198,TRUE,FALSE,NA,NA
"RT @ZachLowy: This is the WORLD Cup, not the UEFA + Brazil and Argentina Cup. Please take your elitism and Euro-centric bias and stick it w…",FALSE,0,NA,2022-12-01 06:04:07,FALSE,NA,"1598196225177972736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","olukayblark",269,TRUE,FALSE,NA,NA
"@Herve_Renard_HR @SaudiNT Damn you and your stupid choice and formation..the axis came out and at the price of repe… https://t.co/C7vgqfsCuL",FALSE,0,"Herve_Renard_HR",2022-12-01 06:04:07,TRUE,"1596542500306550786","1598196224519045122","969647103411703809","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","n77xxz",0,FALSE,FALSE,NA,NA
"RT @Kratos_leo_: Ronaldo missed a crucial penalty vs Iran in 2018 wc so they finished second in that group if he scored that they would hav…",FALSE,0,NA,2022-12-01 06:04:07,FALSE,NA,"1598196223097413632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FtBallLm10",13,TRUE,FALSE,NA,NA
"RT @FIFAWorldCup: 😍 Imagine scoring your first ever international goal at the #FIFAWorldCup 

Alexis Mac Allister seals top spot for Argent…",FALSE,0,NA,2022-12-01 06:04:03,FALSE,NA,"1598196208929247233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Snantshero2003",202,TRUE,FALSE,NA,NA
"RT @RoyNemer: Lionel Messi: ""Diego would be happy. He was always happy about the nice things that happen to the Argentina national team and…",FALSE,0,NA,2022-12-01 06:04:02,FALSE,NA,"1598196202851663872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mosixalves",348,TRUE,FALSE,NA,NA
"RT @goal: The perfect reward for scoring your first Argentina goal 😁 https://t.co/qUUKO4ufFQ",FALSE,0,NA,2022-12-01 06:04:00,FALSE,NA,"1598196196643831813",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ar_lawyer",697,TRUE,FALSE,NA,NA
"@Cadiz_CFIN @Argentina Best team in Spain ffs W admin",FALSE,0,"Cadiz_CFIN",2022-12-01 06:03:57,FALSE,"1597979982412013568","1598196181607538689","1230431380707868672","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lionelfrans21",0,FALSE,FALSE,NA,NA
"RT @RoyNemer: Lionel Messi: ""Diego would be happy. He was always happy about the nice things that happen to the Argentina national team and…",FALSE,0,NA,2022-12-01 06:03:56,FALSE,NA,"1598196178281451520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","peterdamilola45",348,TRUE,FALSE,NA,NA
"RT @nobitaszn: Graveyard Drift Quest Pack 🎁

FW @nobitaszn + 🤍&amp;♻️

⏳Ends Friday morning.

Platform: XBOX
Region: Argentina

Code 'Nobita'…",FALSE,0,NA,2022-12-01 06:03:56,FALSE,NA,"1598196176196874240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mrninjaslay3r",79,TRUE,FALSE,NA,NA
"RT @IqooInd: 🚨#ARGENT NEWS🚨
#Argentina qualify for the world cup at the top of their table! If this is not #PeakPerformance, then we don't…",FALSE,0,NA,2022-12-01 06:03:53,FALSE,NA,"1598196166382223360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stark1819",19,TRUE,FALSE,NA,NA
"RT @AlchemyPay: We are excited to celebrate #Argentina🇦🇷 advancement to the knockout stage!🎊

Sneak peek! #AlchemyPay 's new brand ambassad…",FALSE,0,NA,2022-12-01 06:03:53,FALSE,NA,"1598196166206050304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ccccohhh",183,TRUE,FALSE,NA,NA
"RT @7yhy: Argentina fans tease Saudis after they lost against Poland asking “where is Salem?” After Saudi Arabia beat Argentina, Saudi fans…",FALSE,0,NA,2022-12-01 06:03:53,FALSE,NA,"1598196165991866370",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Taheerjibrin",149,TRUE,FALSE,NA,NA
"RT @IqooInd: 🚨#ARGENT NEWS🚨
#Argentina qualify for the world cup at the top of their table! If this is not #PeakPerformance, then we don't…",FALSE,0,NA,2022-12-01 06:03:52,FALSE,NA,"1598196159528701952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RohitVaviya",19,TRUE,FALSE,NA,NA
"It was an absolutely exhilarating finish to Group C last night

Poland advanced on goal difference despite losing 0… https://t.co/fxxyMTRBxP",FALSE,0,NA,2022-12-01 06:03:51,TRUE,NA,"1598196155329847296",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","sportstarweb",1,FALSE,FALSE,NA,NA
"RT @goal: The perfect reward for scoring your first Argentina goal 😁 https://t.co/qUUKO4ufFQ",FALSE,0,NA,2022-12-01 06:03:49,FALSE,NA,"1598196150485798912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KaituIsaac",697,TRUE,FALSE,NA,NA
"RT @TrollFootball: Argentina top their group and face Australia in the next round https://t.co/lpGuenA412",FALSE,0,NA,2022-12-01 06:03:46,FALSE,NA,"1598196136375894017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WnGsurvey",1162,TRUE,FALSE,NA,NA
